ID,Name,Task,Genes
HP:0031263,Abnormal renal corpuscle morphology,Monarch,"[""100"",""100147744"",""10125"",""10253"",""10318"",""10651"",""10677"",""10785"",""11277"",""112858"",""1184"",""1188"",""1230"",""1285"",""1286"",""1287"",""1294"",""1314"",""1380"",""149233"",""1493"",""1736"",""1743"",""1773"",""1776"",""1777"",""1788"",""182"",""2013"",""2034"",""2113"",""2182"",""2184"",""2212"",""2213"",""2215"",""221895"",""2271"",""2303"",""23095"",""23165"",""23279"",""2335"",""23500"",""23607"",""23630"",""2538"",""2542"",""254428"",""25959"",""25974"",""26130"",""26191"",""2625"",""27031"",""2717"",""27235"",""286204"",""29927"",""3075"",""3106"",""3113"",""3115"",""3123"",""337867"",""3426"",""3459"",""348"",""3500"",""355"",""356"",""3586"",""3592"",""3654"",""3663"",""3675"",""3684"",""3691"",""3716"",""3758"",""3911"",""3913"",""396"",""4000"",""4010"",""4149"",""4191"",""4204"",""4210"",""4311"",""4312"",""4552"",""4582"",""4643"",""4763"",""4868"",""4952"",""50485"",""5076"",""50943"",""51002"",""51004"",""51134"",""51196"",""51284"",""5133"",""51479"",""51752"",""5238"",""5339"",""54345"",""54443"",""54885"",""54899"",""54949"",""55024"",""55243"",""55505"",""55644"",""55654"",""55746"",""5580"",""5657"",""57122"",""57169"",""57728"",""5800"",""5972"",""5979"",""6389"",""6390"",""6391"",""6392"",""640"",""64423"",""65082"",""6557"",""6559"",""6696"",""6775"",""6928"",""7099"",""712"",""7128"",""718"",""720"",""721"",""7225"",""7332"",""7428"",""7454"",""7456"",""7490"",""7535"",""7809"",""7827"",""7840"",""79023"",""79693"",""79731"",""79902"",""79932"",""79934"",""81"",""81494"",""81603"",""8260"",""8270"",""8302"",""83478"",""8402"",""843"",""84520"",""84823"",""84942"",""8518"",""8526"",""8542"",""8651"",""8879"",""9056"",""93649"",""950"",""9663"",""9688"",""9722"",""975"",""977"",""9863"",""9949""]"
HP:0031446,Erosion of oral mucosa,Monarch,"[""10125"",""10312"",""10318"",""10525"",""1053"",""10892"",""11277"",""113235"",""114548"",""1230"",""1294"",""134218"",""1380"",""146206"",""148022"",""149233"",""1493"",""1773"",""1830"",""1991"",""2000"",""2113"",""2213"",""2215"",""221895"",""2542"",""26191"",""2672"",""3106"",""3117"",""3119"",""3123"",""337867"",""3459"",""3500"",""355"",""356"",""3569"",""3575"",""3586"",""3587"",""3592"",""3654"",""3663"",""3684"",""3852"",""3861"",""3909"",""3914"",""3918"",""4204"",""4210"",""4312"",""4598"",""4689"",""51119"",""51284"",""51311"",""5133"",""51752"",""51816"",""54440"",""54453"",""54899"",""54941"",""55024"",""5580"",""5591"",""59067"",""5970"",""6097"",""6303"",""640"",""64127"",""64421"",""6696"",""6728"",""6729"",""6775"",""6789"",""6850"",""7099"",""7128"",""713"",""720"",""721"",""7332"",""79415"",""79631"",""79932"",""81570"",""8302"",""843"",""847"",""84818"",""84876"",""8737"",""91662"",""92579"",""939"",""959"",""9948""]"
HP:0031983,Abnormal pulmonary thoracic imaging finding,Monarch,"[""10125"",""10144"",""10309"",""10551"",""10568"",""10661"",""10892"",""115399"",""115948"",""1230"",""1235"",""123872"",""126792"",""1281"",""1312"",""139212"",""1438"",""1439"",""1490"",""149233"",""1493"",""152110"",""1536"",""161582"",""1767"",""1770"",""1794"",""1832"",""21"",""221037"",""221421"",""2302"",""23095"",""23250"",""23639"",""246176"",""254428"",""25981"",""26191"",""2622"",""2629"",""27019"",""27086"",""27148"",""2812"",""3043"",""3047"",""3048"",""3106"",""3113"",""3115"",""3123"",""330"",""337867"",""339829"",""345643"",""345895"",""3459"",""348"",""3492"",""352909"",""355"",""3559"",""356"",""3572"",""3586"",""3592"",""3663"",""374354"",""374407"",""388389"",""3908"",""421"",""4210"",""427"",""440275"",""4615"",""4952"",""5073"",""5077"",""51314"",""51364"",""5156"",""51750"",""51752"",""53335"",""5339"",""54101"",""54768"",""54919"",""54970"",""55036"",""55130"",""55172"",""5557"",""5580"",""56244"",""5657"",""56683"",""567"",""5873"",""60468"",""6103"",""6239"",""64135"",""6439"",""6440"",""64446"",""653509"",""659"",""6609"",""6674"",""6772"",""6774"",""6775"",""6899"",""7012"",""7015"",""7080"",""7099"",""713"",""7161"",""720"",""7248"",""7249"",""727897"",""7290"",""729238"",""7317"",""7353"",""7852"",""79925"",""79991"",""8302"",""83538"",""83544"",""8382"",""83861"",""8425"",""843"",""8481"",""85016"",""85452"",""85478"",""857"",""8701"",""8915"",""89765"",""91039"",""92749"",""93233"",""9632"",""9663""]"
HP:0032158,Unusual infection by anatomical site,Monarch,"[""10043"",""10095"",""10525"",""114548"",""115650"",""1230"",""1380"",""146206"",""148022"",""149233"",""1493"",""1535"",""1536"",""1776"",""201294"",""2022"",""2215"",""2261"",""23495"",""26191"",""29110"",""29760"",""29851"",""3071"",""3106"",""3113"",""3115"",""3123"",""331"",""337867"",""340024"",""3426"",""3459"",""3492"",""3507"",""3543"",""355"",""3561"",""3574"",""3586"",""3592"",""3661"",""3662"",""3718"",""3930"",""4068"",""4210"",""4261"",""4598"",""4615"",""4688"",""4689"",""50943"",""51135"",""51163"",""51752"",""5238"",""5295"",""546"",""54820"",""54968"",""55343"",""5551"",""56262"",""5657"",""57393"",""57591"",""58484"",""5896"",""5897"",""596"",""5993"",""5994"",""604"",""629"",""64170"",""653361"",""6688"",""6772"",""6775"",""6789"",""6813"",""6929"",""695"",""7037"",""7098"",""7099"",""714"",""7187"",""720"",""721"",""731"",""732"",""7454"",""7456"",""7852"",""7922"",""79415"",""79944"",""81622"",""81704"",""81839"",""8302"",""84433"",""8517"",""8625"",""8676"",""8915"",""8974"",""930"",""939"",""94"",""959"",""973"",""974""]"
HP:0033800,Blistering by anatomical location,Monarch,"[""1280"",""1294"",""1308"",""1828"",""1830"",""23219"",""3119"",""3123"",""3655"",""3691"",""3848"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""3909"",""3914"",""3918"",""4312"",""5317"",""5339"",""55612"",""56916"",""977""]"
HP:0045026,Abnormal mediastinum morphology,Monarch,"[""10125"",""10551"",""10892"",""11146"",""1535"",""1536"",""207"",""2130"",""23476"",""256646"",""26191"",""27086"",""3106"",""3115"",""3123"",""330"",""348"",""3492"",""3662"",""440275"",""4665"",""4688"",""4689"",""4771"",""5155"",""51684"",""5290"",""5294"",""5580"",""56244"",""596"",""604"",""64840"",""653361"",""6598"",""6605"",""6608"",""6778"",""7015"",""7490"",""79415"",""79651"",""8314"",""84061"",""84231"",""8915"",""8974""]"
HP:0045027,Abnormality of the thoracic cavity,Monarch,"[""10125"",""10516"",""10551"",""10892"",""11146"",""134218"",""1535"",""1536"",""207"",""2130"",""23476"",""256646"",""26191"",""27086"",""30008"",""3106"",""3115"",""3123"",""330"",""348"",""3492"",""3662"",""4052"",""440275"",""4665"",""4688"",""4689"",""4771"",""51119"",""5155"",""51684"",""5290"",""5294"",""5580"",""56244"",""596"",""604"",""64840"",""653361"",""6598"",""6605"",""6608"",""6729"",""6778"",""7015"",""7490"",""79158"",""79415"",""79631"",""79651"",""8314"",""84061"",""84231"",""8915"",""8974""]"
HP:0045073,Serositis,Monarch,"[""100147744"",""10216"",""10318"",""11277"",""1230"",""1285"",""1380"",""144811"",""149233"",""1493"",""1773"",""1991"",""2013"",""2113"",""2153"",""2212"",""2213"",""2215"",""221895"",""23165"",""23279"",""23500"",""23607"",""26130"",""26191"",""286204"",""3039"",""3040"",""3106"",""3113"",""3115"",""3123"",""337867"",""3459"",""3500"",""355"",""3569"",""3586"",""3592"",""3654"",""3662"",""3663"",""3684"",""3717"",""3932"",""396"",""4094"",""4204"",""4210"",""4282"",""4598"",""4629"",""4643"",""4868"",""5076"",""51196"",""51284"",""5133"",""51479"",""51752"",""5373"",""54443"",""54885"",""54899"",""54914"",""55024"",""55746"",""5657"",""57122"",""5800"",""629"",""640"",""64127"",""64423"",""6696"",""672"",""6775"",""7099"",""7128"",""7132"",""720"",""721"",""7225"",""7332"",""7490"",""7827"",""79023"",""79902"",""79932"",""79934"",""81"",""811"",""8302"",""8318"",""83478"",""8542"",""8974"",""9688"",""9863""]"
HP:0046506,Pain in head and neck region,Monarch,"[""123624"",""1296"",""1308"",""1497"",""207"",""22943"",""23451"",""23516"",""2767"",""2776"",""30813"",""3145"",""3853"",""3854"",""3868"",""3872"",""4070"",""4166"",""4771"",""4796"",""4914"",""5155"",""51684"",""5290"",""5654"",""57105"",""58495"",""5921"",""6335"",""6598"",""6605"",""6608"",""6925"",""6935"",""7015"",""7045"",""79977"",""8314"",""83959"",""84231""]"
HP:0100576,Amaurosis fugax,Monarch,"[""10019"",""10299"",""11200"",""112476"",""1501"",""151"",""22909"",""26191"",""27030"",""2956"",""3106"",""3123"",""3593"",""3717"",""3845"",""401474"",""4072"",""4292"",""4352"",""4436"",""4595"",""472"",""477"",""51816"",""5290"",""5378"",""5395"",""5424"",""5426"",""54790"",""55689"",""6224"",""6323"",""64218"",""657"",""675"",""6900"",""6945"",""7048"",""7157"",""773"",""811"",""8974""]"
HP:0100669,Abnormal pigmentation of the oral mucosa,Monarch,"[""10318"",""10651"",""11277"",""1380"",""1493"",""1773"",""2113"",""215"",""2213"",""2215"",""221895"",""26191"",""2908"",""3123"",""3500"",""3586"",""3654"",""3663"",""368"",""3684"",""3861"",""4204"",""51284"",""5133"",""546"",""54899"",""55024"",""640"",""64072"",""64131"",""64132"",""6696"",""673"",""6775"",""6794"",""7128"",""7157"",""720"",""721"",""7332"",""79932"",""84196"",""9101""]"
HP:0100699,Scarring,Monarch,"[""10526"",""10682"",""1075"",""10804"",""11107"",""11285"",""113189"",""1161"",""126695"",""126792"",""1277"",""1278"",""1281"",""1289"",""1290"",""1291"",""1292"",""1293"",""1294"",""1303"",""1308"",""1371"",""1387"",""146206"",""165"",""1893"",""2033"",""2050"",""2067"",""2072"",""2074"",""22861"",""2316"",""23385"",""23592"",""2623"",""2706"",""29940"",""30008"",""3105"",""3123"",""324"",""3426"",""3691"",""3852"",""3861"",""387"",""3909"",""3914"",""3918"",""4035"",""4047"",""4087"",""4088"",""4312"",""4358"",""4854"",""4878"",""4914"",""4952"",""4982"",""4990"",""51360"",""5159"",""51816"",""5317"",""5339"",""5351"",""538"",""5422"",""54892"",""5498"",""55033"",""55343"",""55612"",""55768"",""56244"",""59335"",""6452"",""64802"",""667"",""6885"",""7020"",""7042"",""7043"",""7045"",""7046"",""7048"",""7148"",""715"",""716"",""7389"",""7390"",""84627"",""8517"",""85446"",""9076"",""91252"",""9509"",""9719""]"
HP:0100721,Mediastinal lymphadenopathy,Monarch,"[""10125"",""10551"",""10892"",""1535"",""1536"",""2130"",""26191"",""27086"",""3106"",""3115"",""3123"",""330"",""348"",""3492"",""3662"",""440275"",""4688"",""4689"",""5294"",""5580"",""56244"",""596"",""604"",""653361"",""7015"",""7490"",""79415"",""84061"",""8915"",""8974""]"
HP:0100735,Hypertensive crisis,Monarch,"[""1235"",""1312"",""1490"",""221037"",""2812"",""3106"",""3123"",""3593"",""3663"",""421"",""51284"",""6239"",""6899"",""6945"",""7290"",""7353"",""857"",""9632""]"
HP:0100749,Chest pain,Monarch,"[""1000"",""10019"",""10060"",""10568"",""1080"",""1281"",""1287"",""1288"",""137814"",""140628"",""1482"",""1493"",""1499"",""1621"",""171019"",""1743"",""1788"",""1829"",""2006"",""2022"",""2034"",""2131"",""2132"",""2200"",""2271"",""2301"",""23095"",""23493"",""26191"",""2626"",""2627"",""2702"",""27068"",""2778"",""3043"",""3106"",""3113"",""3115"",""3117"",""3119"",""3123"",""324"",""3593"",""3654"",""3662"",""3717"",""3741"",""3753"",""3759"",""3760"",""3762"",""3784"",""4015"",""4087"",""4088"",""4089"",""4144"",""4149"",""4191"",""4205"",""4210"",""4352"",""4607"",""4625"",""4629"",""4633"",""4635"",""4638"",""4763"",""4842"",""4878"",""51422"",""51741"",""5277"",""5308"",""5350"",""54344"",""54790"",""54949"",""5498"",""55654"",""5573"",""55800"",""5592"",""56244"",""5657"",""57104"",""59"",""5921"",""5979"",""6049"",""6303"",""6324"",""6327"",""6329"",""6330"",""6331"",""6337"",""6338"",""6340"",""6389"",""6390"",""6391"",""6392"",""64127"",""6696"",""6774"",""6775"",""6945"",""70"",""7042"",""7043"",""7046"",""7048"",""7066"",""7132"",""7134"",""7157"",""7248"",""7249"",""7273"",""7428"",""7454"",""7456"",""79188"",""79875"",""8076"",""811"",""8314"",""8402"",""859"",""8675"",""9244"",""9631"",""9940"",""9992""]"
HP:0100758,Gangrene,Monarch,"[""121214"",""1230"",""126410"",""149233"",""1493"",""151516"",""189"",""242"",""26154"",""26191"",""3106"",""3113"",""3115"",""3123"",""337867"",""3459"",""348938"",""355"",""3586"",""3592"",""3593"",""359948"",""368"",""3832"",""4210"",""4869"",""4926"",""5167"",""51752"",""5371"",""54880"",""5573"",""5624"",""5627"",""5657"",""5914"",""59344"",""64859"",""6774"",""6775"",""6777"",""6820"",""6945"",""7051"",""7099"",""7133"",""720"",""7704"",""79718"",""81608"",""8302"",""847"",""8974"",""940""]"
HP:0100776,Recurrent pharyngitis,Monarch,"[""26191"",""3106"",""3123"",""331"",""4068"",""4791"",""55315"",""7132"",""79087"",""8974""]"
HP:0100798,Fingernail dysplasia,Monarch,"[""1855"",""1857"",""2535"",""3590"",""3853"",""3854"",""3868"",""3872"",""4010"",""4038"",""4920"",""50964"",""64359"",""7020"",""7474"",""8626""]"
HP:0100803,Abnormality of the periungual region,Monarch,"[""1053"",""340061"",""3458"",""3572"",""3853"",""3854"",""3868"",""3872"",""3909"",""3914"",""3918"",""4791"",""51360"",""54463"",""547"",""55630"",""6335"",""641"",""65125"",""6774"",""6868"",""7248"",""7249""]"
HP:0100820,Glomerulopathy,Monarch,"[""1230"",""149233"",""1493"",""1776"",""2182"",""2303"",""2335"",""23630"",""25974"",""26191"",""2717"",""3106"",""3113"",""3115"",""337867"",""3459"",""348"",""355"",""3586"",""3592"",""4000"",""4010"",""4210"",""4552"",""4952"",""51752"",""5657"",""6775"",""6928"",""7099"",""720"",""7454"",""7456"",""7490"",""8302"",""84823"",""8518"",""950"",""9663"",""9949""]"
HP:0100825,Cheilitis,Monarch,"[""10318"",""10758"",""10804"",""10892"",""112744"",""11277"",""113235"",""130340"",""1380"",""1493"",""1773"",""1825"",""2113"",""2213"",""2215"",""221895"",""23765"",""26191"",""26525"",""2706"",""3123"",""3500"",""3586"",""3654"",""3663"",""3684"",""3853"",""3854"",""3868"",""3872"",""4204"",""4952"",""51284"",""5133"",""51360"",""5317"",""54899"",""55024"",""55612"",""55630"",""640"",""64065"",""641"",""64581"",""6696"",""6720"",""6775"",""7128"",""720"",""721"",""7332"",""79932"",""8029"",""81693"",""831"",""84818""]"
HP:0200020,Corneal erosion,Monarch,"[""10320"",""10653"",""10804"",""11107"",""117581"",""121214"",""1286"",""1287"",""1294"",""1308"",""1497"",""1634"",""204219"",""224"",""2255"",""2261"",""2263"",""2303"",""242"",""26128"",""26154"",""2706"",""285848"",""3106"",""348938"",""3850"",""4072"",""4166"",""4312"",""4358"",""4914"",""5080"",""51360"",""5336"",""55612"",""55630"",""59344"",""6820"",""7045"",""7051"",""7490"",""8218"",""84627"",""8518"",""8626""]"
HP:0200026,Ocular pain,Monarch,"[""123624"",""1296"",""1308"",""1497"",""23451"",""23516"",""2767"",""2776"",""30813"",""4070"",""4166"",""57105"",""58495"",""6335"",""6925"",""6935"",""7045"",""79977"",""8314"",""83959""]"
HP:0200034,Papule,Monarch,"[""100144748"",""10269"",""10483"",""10519"",""10758"",""1080"",""10804"",""11146"",""112744"",""11322"",""114548"",""118429"",""1230"",""1277"",""1289"",""1290"",""1294"",""147138"",""1475"",""149233"",""1493"",""1540"",""165"",""1893"",""1956"",""201163"",""205717"",""207"",""2072"",""2316"",""23509"",""23765"",""26191"",""2677"",""2706"",""2776"",""2778"",""3106"",""3113"",""3115"",""337867"",""3417"",""3459"",""355"",""3572"",""3574"",""3586"",""3592"",""362"",""368"",""3815"",""3848"",""3852"",""3861"",""3939"",""4000"",""4035"",""4210"",""4598"",""4668"",""4763"",""488"",""51360"",""5167"",""51684"",""51752"",""5184"",""5277"",""5290"",""5339"",""55851"",""5657"",""56983"",""5728"",""6390"",""6391"",""63910"",""6392"",""64127"",""64131"",""64132"",""64421"",""64581"",""673"",""6774"",""6775"",""6785"",""7099"",""720"",""7373"",""7507"",""79092"",""79719"",""8302"",""84818"",""84868"",""9333"",""9663""]"
HP:0200035,Skin plaque,Monarch,"[""10519"",""10682"",""1080"",""10804"",""11146"",""11322"",""127534"",""1280"",""1294"",""130340"",""147138"",""1493"",""1893"",""2531"",""26525"",""2706"",""3123"",""3417"",""3458"",""3574"",""3815"",""3852"",""3858"",""3861"",""3889"",""3909"",""3914"",""3918"",""3939"",""4014"",""4210"",""488"",""51816"",""54795"",""56244"",""5696"",""5921"",""6392"",""7133"",""7248"",""7249"",""7317"",""79092"",""84868"",""940"",""9526""]"
HP:0200039,Pustule,Monarch,"[""10519"",""1075"",""11322"",""130340"",""147138"",""1508"",""1893"",""1956"",""23765"",""26525"",""3106"",""340061"",""3554"",""3557"",""3574"",""3718"",""3939"",""4210"",""55630"",""57591"",""6337"",""6338"",""6340"",""6868"",""79092"",""9051"",""9663""]"
HP:0200040,Epidermoid cyst,Monarch,"[""1500"",""23509"",""324"",""3458"",""3852"",""3853"",""3854"",""3868"",""3872"",""55851"",""56983"",""7248"",""7249"",""84168"",""9702"",""999""]"
HP:0200097,Oral mucosal blisters,Monarch,"[""1294"",""1308"",""1830"",""3119"",""3123"",""3655"",""3691"",""3852"",""3861"",""3909"",""3914"",""3918"",""4312"",""5339""]"
MONDO:0006566,keratosis,Mondo,"[""10654"",""1075"",""10804"",""127534"",""162"",""162514"",""1828"",""1832"",""2224"",""22861"",""2531"",""25959"",""2697"",""2706"",""2707"",""284654"",""286887"",""362"",""3848"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""3889"",""4014"",""4597"",""4598"",""488"",""51360"",""5290"",""54795"",""56916"",""57152"",""57511"",""63910"",""64065"",""6898"",""79651"",""79719"",""79977"",""80326"",""8710"",""9342""]"
MONDO:0006590,palmoplantar keratosis,Mondo,"[""1075"",""10804"",""127534"",""162"",""162514"",""1828"",""1832"",""22861"",""2531"",""25959"",""2697"",""2706"",""2707"",""284654"",""286887"",""362"",""3848"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""3889"",""4014"",""51360"",""54795"",""56916"",""57152"",""57511"",""64065"",""6898"",""79651"",""79719"",""79977"",""80326"",""8710"",""9342""]"
MONDO:0015626,Charcot-Marie-Tooth disease,Mondo,"[""10397"",""10516"",""11284"",""121512"",""1337"",""16"",""1778"",""1785"",""182"",""1959"",""22880"",""23095"",""23321"",""2617"",""26353"",""2705"",""3035"",""3098"",""3315"",""3508"",""3710"",""3735"",""4000"",""4141"",""4311"",""4358"",""4359"",""4669"",""4744"",""4747"",""476"",""50717"",""5165"",""5375"",""5376"",""54332"",""55526"",""55703"",""5631"",""56704"",""57449"",""57716"",""57863"",""59341"",""59345"",""6305"",""64423"",""6834"",""7415"",""7879"",""80208"",""81846"",""81857"",""8565"",""8729"",""8898"",""90678"",""9131"",""9516"",""9896"",""9927"",""9990""]"
MONDO:0017672,focal palmoplantar keratoderma,Mondo,"[""162514"",""1832"",""25959"",""3848"",""3853"",""3854"",""3868"",""3872"",""6898"",""79651"",""79977""]"
MONDO:0018995,Charcot-Marie-Tooth disease type 4,Mondo,"[""10397"",""121512"",""1959"",""3098"",""54332"",""57716"",""6305"",""6834"",""81846"",""8898"",""9896""]"
MONDO:0019268,epidermal disease,Mondo,"[""1041"",""10654"",""1075"",""10804"",""11005"",""1174"",""121214"",""126410"",""127534"",""1294"",""1308"",""1475"",""1508"",""162"",""162514"",""1828"",""1832"",""1956"",""204219"",""2224"",""22861"",""23086"",""2312"",""23230"",""23581"",""242"",""2531"",""25959"",""26154"",""26525"",""2697"",""27032"",""2706"",""2707"",""284654"",""285848"",""286887"",""348938"",""362"",""3655"",""3675"",""3691"",""374393"",""3848"",""3849"",""3852"",""3853"",""3854"",""3857"",""3858"",""3861"",""3868"",""3872"",""388698"",""3889"",""3909"",""3914"",""3918"",""4014"",""4035"",""412"",""4597"",""4598"",""488"",""51360"",""51371"",""5271"",""5317"",""5339"",""54795"",""54800"",""55612"",""56916"",""57152"",""57511"",""59344"",""63910"",""64065"",""667"",""6720"",""6768"",""6785"",""6820"",""6868"",""6898"",""7051"",""79092"",""79650"",""79651"",""79719"",""79755"",""79977"",""80326"",""84946"",""8710"",""9076"",""9333"",""9342"",""977""]"
